1.74751360e+00 7.70150308e-01 -2.89288075e+00 1.04223489e+00 -1.08409787e+00 -4.12265484e-02 -4.82728903e-01 1.22693199e+00 -3.56910416e+00 4.12005307e-02
1.00795995e+00 4.88633301e-01 -1.29930252e+00 -3.10323331e+00 2.92348945e-01 -1.75823660e+00 1.48309128e+00 8.12876899e-01 2.90057765e+00 -1.08762114e+00
-9.02493491e-01 6.68975176e-01 -6.14589829e-01 -2.34056299e-01 1.88108349e+00 -2.93722835e-01 -6.41698600e-01 9.63309698e-01 9.78359774e-01 -4.27838966e+00
5.38830745e-01 -5.85103116e-02 -2.28047251e+00 -1.33349177e+00 3.46081308e-01 3.02761584e+00 1.60920447e+00 1.01509292e-01 -2.72493798e+00 -9.76032140e-01
-2.64622288e+00 5.27048684e-01 7.96661289e-01 -1.83013346e+00 -2.44228979e+00 8.33598562e-01 2.14383364e-01 1.46047811e+00 1.43863483e-01 1.90696778e+00
-6.51348451e-01 6.92527473e-01 1.99963850e-01 9.49047215e-01 2.43071920e+00 -9.21446628e-01 -6.81102988e-01 -1.23834028e+00 -2.67676860e+00 5.13882374e-01
1.59583935e-01 2.32284067e-01 2.43932020e+00 -2.86391357e+00 4.48504141e-01 -4.05752385e+00 2.80759447e+00 -1.02442596e-01 -9.99523470e-01 -7.41981095e-01
-4.29084211e-01 -3.01496978e+00 5.81761051e-01 7.69761376e-01 -4.43169259e-01 3.57119649e-01 -6.28601117e-01 6.09263961e-01 1.79468400e-01 5.93302182e-01
-1.20161968e+00 -1.73994734e+00 2.67302680e-01 7.10096558e-01 -4.44850850e-01 -1.48808689e-01 -9.73354589e-01 -1.54795671e+00 -1.57945300e+00 -5.44213165e-02
1.32059875e+00 1.31678875e+00 -1.42336885e+00 9.70003608e-01 -1.15281191e+00 -1.17132697e+00 -1.24407549e+00 -3.38255301e+00 3.25000839e-01 9.07067647e-01
6.50785825e-01 2.56078364e-01 1.07645889e+00 6.51255879e-01 5.65303521e-01 1.95354786e-01 -2.54917017e-01 -1.53925129e-02 6.33117079e-02 5.41013172e-01
