-5.38705327e-01 -1.31683162e-01 -6.03939973e-01 -9.43573274e-01 7.87397359e-01 9.54919162e-02 1.68471637e+00 -5.18201219e-01 1.53996964e-02 1.84562190e+00
-2.29858478e+00 -3.89550687e-01 -4.61686458e+00 1.73222187e+00 -5.43349168e-01 1.40621461e+00 -5.16579575e-01 2.52553206e+00 -2.78373229e-01 -1.01388994e+00
-6.21412324e-01 -5.39246061e-01 3.20456276e-01 -8.32624421e-02 5.15840357e-01 1.00447538e+00 2.04465269e+00 -1.23264679e+00 5.05930702e-02 1.82418667e+00
-1.09829252e+00 2.96894925e+00 -4.19455644e-01 3.19075447e+00 -4.16569672e+00 3.83839133e-01 -2.38434400e+00 3.05142342e+00 -2.20436910e+00 -2.88137556e+00
-4.11352069e+00 3.80901467e-03 1.66279418e+00 -1.50278413e+00 8.56879445e-01 5.91004185e-01 -1.10374937e+00 2.61457423e+00 2.96644892e+00 -1.11838161e+00
4.27009377e+00 5.74268082e+00 -3.09857369e-01 -3.89066389e-01 -2.06613855e+00 1.00195703e+00 -2.76497586e-01 -3.96032005e+00 3.62877052e+00 -2.53489634e+00
-8.31841328e-01 -1.73505684e+00 8.12079647e-01 2.67785916e+00 -8.04982383e-02 3.27001510e-01 -5.91849290e-01 -7.68017156e-01 9.97522876e-01 2.70414307e+00
1.10024298e+00 -3.61285785e-01 2.59949843e+00 2.60835185e+00 8.08724376e-01 1.09462456e+00 -2.75357491e+00 -3.09087433e+00 -1.32920681e+00 4.21504063e-02
-3.71017762e-01 3.40162244e-01 2.10475256e-01 -1.14975306e+00 6.93350001e-02 -2.35316716e-01 1.41924754e+00 -1.06203274e+00 8.70179131e-01 2.05720449e+00
1.76256839e+00 2.54862168e-01 6.93421000e-01 2.56787873e-01 2.13288006e+00 1.61168880e+00 1.89320402e+00 -4.19211259e-01 -5.29708605e-01 2.29194036e-01
