1.42187438e+00 -2.64232320e-01 -1.08164138e+00 -2.16529352e+00 3.91510146e-01 -2.48746573e+00 7.80022294e-01 9.58991621e-01 9.64148221e-01 -9.03481477e-01
-7.83043439e-01 -3.89042017e-04 -5.92223789e-01 -1.02058624e+00 -1.07967548e+00 -6.14891285e-01 4.21520398e-01 1.98392982e+00 2.33076362e+00 -3.02012930e+00
-7.82831173e-01 -4.09534000e-02 1.94356886e+00 -2.61967149e+00 2.42330646e+00 -1.95552282e+00 -5.53885464e-01 -7.97517309e-01 -2.39809963e-01 -2.76985778e+00
2.06396615e+00 -1.16187097e-01 -1.24040921e+00 -4.55686501e-01 5.62809347e-01 2.99093892e+00 -3.89899067e+00 1.35079249e-01 -1.31972249e+00 -7.17724454e-01
-1.35850272e+00 1.56061742e+00 2.26018250e-01 -2.23807902e+00 -9.44202660e-01 -9.29395696e-01 1.19935778e-01 -2.29403698e+00 2.50380681e+00 1.29384770e+00
2.42004211e+00 1.21748456e+00 -5.65599117e-01 2.40011184e+00 3.63651305e-01 -1.16403406e+00 1.09451454e-01 -2.36554865e+00 -2.46303697e+00 -3.40201656e-02
-3.81820167e+00 -1.30093284e-03 -2.27311988e+00 2.36103486e+00 -6.19592185e-01 -6.47484149e-01 1.50520788e+00 -5.55843529e-02 -2.70738505e-01 6.76496171e-01
-1.43426155e+00 1.12397277e-01 -3.64074784e+00 2.03297311e+00 7.15139798e-01 2.76790839e+00 1.38766152e+00 -9.85676542e-02 -1.82419315e+00 -9.70413800e-01
7.03529637e-01 -4.33844279e-01 1.04440983e+00 -9.33802511e-01 -2.12697608e+00 6.46364031e-01 -6.79599572e-01 1.22445223e+00 -3.67206041e+00 2.17456519e+00
-8.61801067e-01 -2.88210490e+00 4.02124580e-01 2.21232089e+00 -4.56649528e-01 -9.39966595e-01 1.12969726e-01 -2.27438331e+00 -8.55952857e-01 7.32114789e-01
1.39982299e-01 3.69878674e-01 1.77572852e+00 1.83519338e-01 1.15831761e+00 -4.55451917e-01 6.63994246e-01 -1.19539902e-02 6.88922194e-01 -1.23594682e-01
