4.02781547e+00 9.52780275e-01 -2.25606551e-01 1.99515605e+00 9.35696711e-01 4.77893845e-01 -1.36538833e+00 -3.84424813e-01 -3.58367320e+00 -1.08411630e+00
-1.08441255e+00 -1.95854911e-01 -3.91834094e+00 3.63500634e+00 -2.62630043e-02 6.72283988e-01 3.93123494e-01 -1.25457097e-01 -1.84434251e-01 2.00282585e-01
-1.17042331e+00 -6.05239977e-02 -3.86167994e-01 3.90076163e+00 3.21751879e+00 1.23555647e+00 -1.25243291e-01 -1.66368572e+00 -5.18450333e-01 -1.67450300e+00
4.02922231e-01 4.96601880e-02 1.62583448e-01 -5.97863739e-01 -1.89239786e+00 -1.38650526e+00 3.71178687e-01 -3.42570450e+00 -5.37282404e-01 2.40152417e+00
-3.41303237e-01 1.56715202e+00 -7.21237153e-01 3.92664583e+00 -9.54154407e-01 -8.86575479e-01 3.87272596e-02 4.74247434e-01 -1.96283707e+00 -4.94434659e-01
-1.24205804e+00 2.59176408e-01 -1.92267952e-01 -2.81354920e+00 -3.49282335e-01 -3.26403156e+00 8.97047462e-01 1.00753845e+00 1.27052294e+00 -2.33849134e+00
-7.45385515e-01 -1.60661379e+00 6.61045749e-01 -1.60862478e+00 1.22481016e+00 -5.05085621e-01 8.36988123e-01 -1.37509192e+00 -3.25280550e+00 2.20446346e+00
5.45558596e-01 -3.64407730e-01 -8.19664531e-01 -2.26134479e+00 1.32467328e-01 4.67578725e+00 -1.63048139e+00 -2.85691054e-01 -3.05289061e+00 1.04792155e+00
7.03208076e-01 -7.77169143e-01 1.44460188e+00 -1.99825339e+00 -1.21327872e+00 8.06345363e-01 -3.75293628e+00 5.43051846e-01 1.78275707e+00 9.38426123e-01
8.52425928e-01 -2.24163820e+00 2.14566361e-01 1.21197125e+00 -1.13627750e+00 4.01187887e+00 -9.64555679e-01 1.13401073e+00 1.50958141e-01 -1.13231143e+00
-1.11022488e-01 1.23370718e+00 1.16211581e+00 -3.05955850e+00 5.91380294e-01 -1.87672645e+00 1.28970847e+00 1.29401438e+00 1.60836543e+00 -1.48767355e+00
